"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"UHM38.10833__k141_33176_136",465.932482795316,-2.03279857339472,1.72759678677626,-1.17666262692464,0.239330190354049,0.807569679332565
"UHM38.10833__k141_28985_30",848.463035040744,-2.01779780061448,1.2587798185327,-1.602979147669,0.108939257914161,0.807569679332565
"UHM38.10833__k141_28985_126",1272.11090874493,-2.06860424678497,1.47692934607439,-1.40061151353193,0.161330276100476,0.807569679332565
"UHM38.10833__k141_35605_1",1535.97587895676,-2.28878210867619,1.14633139067549,-1.99661470260139,0.0458670544478636,0.712608609456722
"UHM38.10833__k141_45211_19",1850.43133281217,-2.01390150011527,1.41528934250489,-1.42296097316108,0.154747469030083,0.807569679332565
"UHM38.10833__k141_45211_115",1380.18432600545,-2.01299767532921,1.49295019954714,-1.34833544745151,0.177550515942598,0.807569679332565
"UHM38.10833__k141_45211_147",2876.76188407742,-2.0088997204912,1.40497972009635,-1.429842503601,0.15276222706387,0.807569679332565
"UHM38.10833__k141_19102_16",1140.97361309081,-2.05359183047601,1.53308754462914,-1.33951373988417,0.180403484518018,0.807569679332565
"UHM38.10833__k141_63841_7",751.89900670572,-2.0315138957484,1.49640271007652,-1.35759838048176,0.174591157146894,0.807569679332565
"UHM38.10833__k141_63841_39",1289.65559991366,-2.02255942143151,1.26100973345837,-1.6039205469767,0.108731567123037,0.807569679332565
"UHM38.10833__k141_63841_71",732.516849298382,-2.14573322225606,1.42039390645832,-1.51066067835107,0.130874925666357,0.807569679332565
"UHM38.10833__k141_63841_103",1440.47539223474,-2.01608171390446,1.42052572456682,-1.41925040781592,0.155826024685117,0.807569679332565
"UHM38.10833__k141_63841_135",878.186209471449,-2.04870194535318,1.60390871404804,-1.27731829586645,0.201489896895682,0.807569679332565
"UHM38.10833__k141_49898_15",1565.80725430967,-2.04729714370446,1.55468392479955,-1.31685747247205,0.187886403894907,0.807569679332565
"UHM38.10833__k141_66886_42",1372.14718671691,-2.29006327000117,1.56828338652785,-1.46023562429703,0.144225327718807,0.807569679332565
"UHM38.10833__k141_66886_74",1623.73683051587,-2.45792913437743,1.45856404728172,-1.6851705202512,0.0919556769655569,0.807569679332565
"UHM38.10833__k141_66930_201",1559.45792132592,-2.0585831466817,1.46962553336277,-1.40075352526795,0.161287790611137,0.807569679332565
"UHM38.10833__k141_66930_233",851.618960310394,-2.05005691943948,1.40378446232466,-1.4603786937808,0.144186025123239,0.807569679332565
"UHM38.10833__k141_66930_265",1690.06177541322,-2.0057297484326,1.33526615078342,-1.50211981877607,0.133066167367714,0.807569679332565
"UHM38.10833__k141_66930_297",2365.46872682277,-2.00761353762601,1.17913305820252,-1.7026183123781,0.0886395208169858,0.807569679332565
"UHM38.35752__k141_501_26",2735.23040426118,-2.08995776899908,1.27158885272958,-1.64357981317058,0.100263026584248,0.807569679332565
"UHM38.35752__k141_165673_165",399.348718315628,-2.2812678935748,0.597815432318385,-3.81600703201627,0.00013562864042394,0.0521360176015158
"UHM38.35752__k141_23044_3",1275.91705820068,-2.04860593033774,1.40116412665573,-1.46207420769993,0.143720875751223,0.807569679332565
"UHM38.35752__k141_23044_99",642.265528249707,-2.00289354204976,1.42493616548442,-1.4056022933272,0.159842254681721,0.807569679332565
